nateam,birth_date,birth_country_isoCode,birth_country,player_name,player_id,normal_position
norway,1983-06-21,no,norway,bjørn helge riise,3886,m
england,1980-08-05,gb-eng,england,wayne bridge,1458,d
france,1985-03-10,fr,france,lassana diarra,2893,m
portugal,1984-01-29,pt,portugal,nuno morais,2660,m
israel,1989-08-10,il,israel,ben sahar,3108,f
england,1988-06-22,gb-eng,england,kieran lee,3162,m
china,1985-01-23,cn,china,dong fangzhuo,2525,f
england,1969-03-19,gb-eng,england,warren barton,590,d
england,1966-02-01,gb-eng,england,robert lee,721,m
england,1973-12-25,gb-eng,england,robbie elliott,715,d
northern ireland,1975-02-18,gb-nir,northern ireland,keith gillespie,329,m
colombia,1969-11-10,co,colombia,faustino asprilla,1084,f
england,1964-11-12,gb-eng,england,kevin ball,1261,m
england,1969-04-01,gb-eng,england,lee howey,1257,d
wales,1969-03-20,gb-eng,england,gareth hall,99,d
england,1962-07-19,gb-eng,england,paul bracewell,722,m
england,1964-10-07,gb-eng,england,paul stewart,276,f
england,1970-03-03,gb-eng,england,richard ord,1256,d
scotland,1973-12-14,gb-sct,scotland,allan johnston,1267,m
france,1967-04-24,fr,france,lionel perez,1252,g
poland,1963-06-06,pl,poland,dariusz kubicki,36,d
england,1978-08-05,gb-eng,england,michael bridges,1270,f
ireland,1965-11-25,ie,ireland,david kelly,1268,f
england,1983-04-07,gb-eng,england,jon stead,2436,f
ireland,1980-06-19,ie,ireland,derek geary,3215,d
scotland,1982-08-05,gb-sct,scotland,chris armstrong,3213,d
england,1983-04-07,gb-eng,england,michael tonge,3223,m
england,1977-11-09,gb-eng,england,chris morgan,1313,d
scotland,1981-10-28,gb-sct,scotland,nick montgomery,3211,d
ireland,1978-05-17,ie,ireland,paddy kenny,3210,g
france,1984-09-18,fr,france,christian nade,3233,f
ireland,1979-06-13,ie,ireland,alan quinn,1454,m
turkey,1986-08-26,gb-eng,england,colin kazim-richards,3227,m
england,1981-12-28,gb-eng,england,danny webber,1725,f
jamaica,1979-03-06,jm,jamaica,claude davis,3212,d
jamaica,1985-11-11,jm,jamaica,luton shelton,3231,f
sierra leone,1988-01-24,sl,sierra leone,al bangura,3262,m
nigeria,1980-09-02,ng,nigeria,danny shittu,1849,d
hungary,1986-09-27,sk,slovakia,tamás priskin,3271,f
england,1977-01-02,gb-eng,england,gavin mahon,3258,m
jamaica,1980-04-26,jm,jamaica,marlon king,3270,f
jamaica,1982-06-07,gb-eng,england,lee williamson,3260,m
england,1979-10-14,gb-eng,england,clarke carlisle,2259,d
algeria,1985-02-22,dz,algeria,hameur bouazza,3274,f
jamaica,1982-12-01,jm,jamaica,lloyd doyley,3253,d
england,1986-05-06,gb-eng,england,will hoskins,3276,f
england,1981-09-07,gb-eng,england,darius henderson,3272,f
england,1980-11-20,gb-eng,england,james chambers,2364,d
england,1982-10-05,gb-eng,england,richard lee,2864,g
guadeloupe,1986-09-11,gp,guadeloupe,cedric avinel,3250,d
netherlands,1966-12-20,nl,netherlands,ed de goey,1350,g
france,1968-09-07,gh,ghana,marcel desailly,1533,d
france,1968-01-22,fr,france,frank leboeuf,1148,d
nigeria,1978-08-29,ng,nigeria,celestine babayaro,1145,d
england,1966-12-16,gb-eng,england,dennis wise,107,m
spain,1970-06-06,es,spain,albert ferrer,1532,d
italy,1966-07-05,it,italy,gianfranco zola,1151,f
italy,1981-02-06,it,italy,samuele dalla bona,1535,m
norway,1973-06-15,no,norway,tore andre flo,1356,f
serbia,1968-08-16,rs,serbia,slavisa jokanovic,1860,m
netherlands,1975-01-21,nl,netherlands,willem korsten,1645,m
switzerland,1971-06-14,ch,switzerland,ramon vega,1274,d
scotland,1971-12-27,gb-sct,scotland,duncan ferguson,877,f
england,1978-10-18,gb-eng,england,paul michael branch,1043,f
denmark,1970-05-31,dk,denmark,claus thomsen,881,d
england,1979-10-02,gb-eng,england,michael ball,1185,d
england,1966-07-04,gb-eng,england,john scales,586,d
montserrat,1968-01-14,gb-eng,england,ruel fox,388,f
ireland,1977-01-18,ie,ireland,neale fenn,1105,f
england,1995-09-20,gb-eng,england,rob holding,11575,d
switzerland,1992-09-27,ch,switzerland,granit xhaka,12136,m
germany,1988-10-15,de,germany,mesut özil,4714,m
spain,1986-02-26,es,spain,nacho monreal,4472,d
england,1990-11-26,gb-eng,england,danny welbeck,3452,f
spain,1995-03-19,es,spain,héctor bellerín,4474,d
brazil,1990-11-26,br,brazil,gabriel paulista,10423,d
nigeria,1996-05-03,ng,nigeria,alexander iwobi,4717,m
colombia,1988-08-31,co,colombia,david ospina,10420,g
armenia,1989-01-21,am,armenia,henrikh mkhitaryan,5102,m
italy,1989-12-02,it,italy,matteo darmian,12854,d
england,1997-11-14,gb-eng,england,axel tuanzebe,13559,d
cote d’ivoire,1994-04-12,ci,cote d’ivoire,eric bailly,12937,d
northern ireland,1988-01-03,gb-nir,northern ireland,jonny evans,3156,d
mexico,1988-06-01,mx,mexico,chicharito,4161,f
france,1981-05-15,sn,senegal,patrice evra,2934,d
bulgaria,1981-01-30,bg,bulgaria,dimitar berbatov,3247,f
england,1990-04-10,gb-eng,england,ben amos,3663,g
ireland,1993-01-11,gb-eng,england,will keane,4163,f
ireland,1983-09-20,ie,ireland,jonathan walters,2047,f
england,1986-08-14,gb-eng,england,cameron jerome,2530,f
suriname,1986-03-30,nl,netherlands,ryan donk,3740,d
belgium,1978-10-06,be,belgium,carl hoefkens,3733,d
south korea,1982-07-14,kr,south korea,kim do-heon,3745,m
brazil,1988-02-16,br,brazil,denilson,3053,m
switzerland,1987-01-18,ci,cote d’ivoire,johan djourou,2609,d
france,1983-02-14,fr,france,bacary sagna,3311,d
spain,1977-05-19,es,spain,manuel almunia,2607,g
cote d’ivoire,1983-06-04,ci,cote d’ivoire,emmanuel eboué,2612,m
mexico,1989-03-01,mx,mexico,carlos vela,2843,f
spain,1990-03-04,es,spain,fran mérida,3054,m
france,1986-05-11,fr,france,abou diaby,2840,m
colombia,1992-07-07,co,colombia,josé izquierdo,12212,f
netherlands,1991-09-02,nl,netherlands,davy pröpper,16790,m
australia,1992-04-08,au,australia,mathew ryan,12192,g
germany,1991-06-15,de,germany,pascal groß,22542,m
england,1991-11-21,gb-eng,england,lewis dunk,8163,d
england,1983-09-25,gb-eng,england,glenn murray,4772,f
argentina,1989-05-23,ar,argentina,ezequiel schelotto,16234,d
cameroon,1988-04-25,cm,cameroon,gaëtan bong,5721,d
france,1991-11-20,fr,france,anthony knockaert,8982,m
ireland,1992-01-01,gb-nir,northern ireland,shane duffy,3601,d
england,1989-06-12,gb-eng,england,dale stephens,8168,m
israel,1988-05-02,il,israel,beram kayal,5156,m
netherlands,1993-11-07,nl,netherlands,jürgen locadia,7124,f
spain,1980-10-01,es,spain,bruno,8162,d
england,1992-12-18,gb-eng,england,connor goldson,9634,d
argentina,1986-07-26,ar,argentina,leonardo ulloa,8174,f
england,1994-07-20,gb-eng,england,solly march,8171,m
england,1992-01-01,gb-eng,england,jack wilshere,3547,m
gabon,1989-06-18,fr,france,pierre-emerick aubameyang,5110,f
germany,1992-04-17,de,germany,shkodran mustafi,3869,d
england,1995-01-20,gb-eng,england,calum chambers,4620,d
bosnia & herzegovina,1993-06-20,de,germany,sead kolasinac,5368,d
england,1999-05-30,gb-eng,england,eddie nketiah,14451,f
england,1997-08-29,gb-eng,england,ainsley maitland-niles,10428,m
egypt,1992-07-11,eg,egypt,mohamed elneny,5239,m
scotland,1970-05-10,gb-sct,scotland,david weir,1558,d
ireland,1974-02-28,ie,ireland,lee carsley,1175,m
denmark,1976-03-11,dk,denmark,thomas gravesen,1886,m
scotland,1971-01-02,gb-sct,scotland,scot gemmill,401,m
croatia,1978-05-04,hr,croatia,igor biscan,1921,m
poland,1973-03-23,pl,poland,jerzy dudek,2109,g
mali,1980-03-01,fr,france,djimi traore,1571,d
netherlands,1974-10-23,netherlands antilles,netherlands,sander westerveld,1709,g
guinea,1972-11-17,gn,guinea,titi camara,1713,f
czech republic,1973-05-24,cz,czech republic,vladimir smicer,1711,m
england,1977-09-12,gb-eng,england,david thompson,1206,m
cameroon,1976-07-01,cm,cameroon,rigobert song,1570,d
jamaica,1974-11-10,jm,jamaica,micah hyde,1790,m
ireland,1976-07-07,ie,ireland,dominic foley,1792,f
england,1979-09-06,gb-eng,england,steven haslam,1612,d
belgium,1971-06-09,be,belgium,gilles de bilde,1744,f
northern ireland,1972-01-09,gb-nir,northern ireland,danny sonner,1614,m
netherlands,1974-04-19,nl,netherlands,gerald sibon,1745,f
portugal,1971-03-21,pt,portugal,helder,1733,d
england,1978-12-29,gb-eng,england,kieron dyer,1740,m
greece,1973-08-03,gr,greece,nikolaos dabizas,1436,d
france,1978-05-02,fr,france,didier domi,1590,d
england,1971-10-26,gb-eng,england,steve howey,714,d
georgia,1968-03-18,ge,georgia,temuri ketsbaia,1439,m
england,1969-10-02,gb-eng,england,neil maddison,530,m
england,1963-06-23,gb-eng,england,steve wood,531,m
england,1968-12-30,gb-eng,england,francis benali,523,d
england,1958-04-29,gb-eng,england,kevin moore,525,d
england,1961-11-08,gb-eng,england,micky adams,520,d
england,1968-10-14,gb-eng,england,matthew le tissier,533,m
england,1956-06-20,gb-eng,england,peter reid,301,m
england,1967-06-13,gb-eng,england,paul moody,540,f
england,1966-09-04,gb-eng,england,john beresford,710,d
wales,1967-03-21,gb-wls,wales,malcolm allen,727,f
england,1964-08-16,gb-eng,england,barry venison,712,d
england,1964-02-10,gb-eng,england,mike hooper,250,g
scotland,1968-12-20,gb-sct,scotland,alex mathie,728,f
england,1977-05-18,gb-eng,england,lee hendrie,848,m
england,1987-02-03,gb-eng,england,stuart nicholson,3001,f
england,1983-12-28,gb-eng,england,michael chopra,2128,f
jamaica,1980-10-11,jm,jamaica,nyron nosworthy,2974,d
ireland,1986-01-06,ie,ireland,paul mcshane,2738,d
wales,1974-05-11,gb-wls,wales,darren ward,2759,g
ireland,1985-08-10,ie,ireland,roy o'donovan,3499,f
ireland,1977-06-06,ie,ireland,david connolly,3037,f
paraguay,1981-08-16,py,paraguay,roque santa cruz,3346,f
england,1979-12-27,gb-eng,england,david dunn,1337,m
turkey,1970-08-24,tr,turkey,tugay,2024,m
georgia,1981-10-06,ge,georgia,zurab khizanishvili,2866,d
netherlands,1984-01-22,nl,netherlands,maceo rigters,3347,f
england,1969-06-14,gb-eng,england,richard dryden,1245,d
england,1972-08-11,gb-eng,england,neil heaney,28,f
england,1974-10-30,gb-eng,england,neil shipperley,116,f
wales,1972-09-26,de,germany,alan neilson,713,d
england,1977-08-17,gb-eng,england,matt oakley,958,m
england,1959-03-20,gb-eng,england,dave beasant,91,g
england,1970-11-02,gb-eng,england,jason dodd,528,d
england,1977-02-12,gb-eng,england,steve basham,1251,f
russia,1968-08-16,ru,russia,dmitri kharin,93,g
england,1973-11-03,gb-eng,england,andy myers,102,d
italy,1964-07-09,it,italy,gianluca vialli,1150,f
scotland,1963-08-29,gb-sct,scotland,steve clarke,105,d
wales,1963-11-01,gb-wls,wales,mark hughes,339,f
norway,1967-04-05,no,norway,erland johnsen,101,d
italy,1970-05-29,ch,switzerland,roberto di matteo,1149,m
england,1978-12-22,gb-eng,england,jody morris,1027,m
netherlands,1994-12-02,nl,netherlands,karim rekik,4322,d
serbia,1993-03-28,rs,serbia,matija nastasic,4532,d
cote d’ivoire,1992-11-11,ci,cote d’ivoire,abdul razak,4150,m
wales,1989-07-21,gb-wls,wales,chris gunter,3510,d
mali,1984-01-19,ml,mali,jimmy kébé,3483,m
antigua & barbuda,1982-11-12,ag,antigua & barbuda,mikele leigertwood,2668,m
ireland,1984-02-21,gb-eng,england,jay tabb,4587,m
australia,1985-01-31,au,australia,adam federici,3182,g
turkey,1989-02-21,tr,turkey,jem karacan,3481,m
ireland,1988-11-09,ie,ireland,alex pearce,3187,d
jamaica,1981-11-09,gb-eng,england,jobi mcanuff,4585,m
england,1987-04-18,gb-eng,england,danny guthrie,3131,m
latvia,1981-11-06,lv,latvia,kaspars gorkss,4468,d
ireland,1982-12-26,ie,ireland,noel hunt,4593,f
england,1986-12-02,gb-eng,england,adam le fondre,4592,f
wales,1989-05-21,gb-wls,wales,hal robson-kanu,3484,f
portugal,1986-11-17,cabo verde,portugal,nani,3447,m
serbia,1981-10-21,yu,yugoslavia,nemanja vidic,2935,d
brazil,1988-04-13,br,brazil,anderson,3446,m
england,1986-01-31,gb-eng,england,alex baptiste,4067,d
england,1987-05-08,gb-eng,england,mark noble,3014,m
dr congo,1993-11-07,fr,france,arthur masuaku,11284,d
equatorial guinea,1992-03-27,es,spain,pedro obiang,13871,m
france,1987-03-29,re,reunion,dimitri payet,5586,m
italy,1991-06-25,it,italy,simone zaza,16719,f
spain,1988-09-10,es,spain,lucas pérez,7081,f
wales,1963-07-29,gb-wls,wales,david phillips,641,m
england,1968-09-27,gb-eng,england,steve chettle,398,d
netherlands,1970-02-12,nl,netherlands,bryan roy,943,f
northern ireland,1968-06-22,gb-nir,northern ireland,kingsley black,408,m
england,1971-08-20,gb-eng,england,steve stone,406,m
england,1971-01-22,gb-eng,england,stan collymore,627,f
england,1967-10-11,gb-eng,england,danny maddix,443,d
england,1971-09-13,gb-eng,england,bradley allen,463,f
united states,1979-05-25,us,united states,carlos bocanegra,2463,d
australia,1981-05-30,au,australia,ahmad elrich,2909,m
france,1972-10-05,fr,france,alain goma,1736,d
denmark,1974-08-17,dk,denmark,niclas jensen,2294,d
trinidad & tobago,1974-05-11,gb-eng,england,tony warner,912,g
mali,1985-01-22,fr,france,mohamed sissoko,2921,m
spain,1979-11-15,es,spain,josemi,2716,d
spain,1976-04-05,es,spain,fernando morientes,2724,f
spain,1978-06-24,es,spain,luis garcía,2718,m
england,1974-02-17,gb-eng,england,gary croft,999,d
sweden,1968-04-16,se,sweden,martin dahlin,1340,f
england,1963-11-07,jm,jamaica,john barnes,269,m
belgium,1967-08-10,be,belgium,philippe albert,924,d
england,1979-03-17,gb-eng,england,andy griffin,1437,d
england,1976-08-15,gb-eng,england,des hamilton,1231,m
sweden,1974-04-10,se,sweden,andreas andersson,1443,f
turkey,1973-05-29,tr,turkey,özalan alpay,1839,d
wales,1976-05-13,gb-wls,wales,mark delaney,1504,d
england,1973-01-22,gb-eng,england,paul gerrard,416,g
united states,1971-02-23,us,united states,joe-max moore,1702,f
ghana,1973-10-15,gh,ghana,alex nyarko,1884,m
israel,1975-09-13,il,israel,idan tal,1883,m
brazil,1991-10-02,br,brazil,roberto firmino,13511,f
netherlands,1991-07-08,nl,netherlands,virgil van dijk,5140,d
egypt,1992-06-15,eg,egypt,mohamed salah,5178,f
switzerland,1991-10-10,xk,kosovo,xherdan shaqiri,5267,m
brazil,1992-10-02,br,brazil,alisson,20559,g
brazil,1993-10-23,br,brazil,fabinho,11247,m
guinea,1995-02-10,gn,guinea,naby keïta,12316,m
united states,1993-07-09,us,united states,deandre yedlin,10522,d
brazil,1996-02-08,br,brazil,kenedy,13285,m
spain,1990-03-27,de,germany,joselu,6425,f
england,1993-11-11,gb-eng,england,jamaal lascelles,9257,d
japan,1992-07-15,jp,japan,yoshinori muto,20196,f
england,1995-03-22,gb-eng,england,isaac hayden,4713,m
venezuela,1989-09-16,ve,venezuela,salomón rondón,6030,f
england,1997-03-04,gb-eng,england,freddie woodman,10479,g
switzerland,1991-12-20,ch,switzerland,fabian schär,5220,d
ireland,1975-08-28,ie,ireland,gareth farrelly,45,m
scotland,1978-10-10,gb-sct,scotland,scott dobie,2384,f
iceland,1973-06-04,is,iceland,larus sigurdsson,2369,d
wales,1974-05-02,gb-wls,wales,andy johnson,385,m
slovakia,1970-01-05,sk,slovakia,igor balis,2368,d
scotland,1971-07-05,gb-sct,scotland,derek mcinnes,2374,m
england,1980-11-20,gb-eng,england,adam chambers,2370,d
england,1974-03-29,gb-eng,england,sean gregan,2375,m
grenada,1978-01-25,gd,grenada,jason roberts,2385,f
italy,2001-08-25,it,italy,elia caprile,74591,g
angola,1994-01-12,ao,angola,hélder costa,5064,f
england,1997-10-08,gb-eng,england,ben white,14548,d
belgium,1994-12-04,be,belgium,leandro trossard,20486,f
argentina,1998-12-24,ar,argentina,alexis mac allister,63633,m
england,1992-05-09,gb-eng,england,dan burn,8707,d
england,1995-01-04,gb-eng,england,adam webster,9426,d
spain,1997-11-18,es,spain,robert sánchez,14538,g
france,1996-08-14,fr,france,neal maupay,16256,f
netherlands,1992-01-15,nl,netherlands,joël veltman,4874,d
england,1999-01-04,gb-eng,england,max sanders,14554,m
england,2002-03-12,gb-eng,england,teddy jenks,24723,m
england,1995-11-09,gb-eng,england,christian walton,8159,g
switzerland,1999-06-22,ch,switzerland,andi zeqiri,50230,f
mali,1996-08-30,ci,cote d’ivoire,yves bissouma,50245,m
south africa,1994-05-13,za,south africa,percy tau,40320,f
colombia,1998-09-08,gb-eng,england,steven alzate,20723,m
germany,2001-07-04,de,germany,reda khadra,67899,m
england,1978-10-23,gb-eng,england,jimmy bullard,1633,m
ireland,1973-12-02,ie,ireland,graham kavanagh,358,m
netherlands,1970-04-16,nl,netherlands,arjan de zeeuw,1315,d
jamaica,1979-02-27,jm,jamaica,damien francis,1476,m
scotland,1978-05-14,gb-sct,scotland,lee mcculloch,3032,m
australia,1970-02-08,au,australia,john filan,859,g
japan,1977-01-22,jp,japan,hidetoshi nakata,2877,m
tunisia,1975-08-30,tn,tunisia,radhi jaidi,2643,d
mexico,1973-08-14,mx,mexico,jared borgetti,2881,f
portugal,1988-02-15,pt,portugal,rui patrício,11341,g
england,1993-02-25,gb-eng,england,conor coady,4136,d
mexico,1991-05-05,mx,mexico,raúl jiménez,11071,f
morocco,1990-03-26,fr,france,romain saïss,20745,m
ireland,1992-01-16,ie,ireland,matt doherty,4229,d
portugal,1986-09-08,pt,portugal,joão moutinho,11259,m
portugal,1997-03-13,pt,portugal,rúben neves,11180,m
spain,1996-01-25,es,spain,adama traoré,4979,f
cote d’ivoire,1991-02-03,fr,france,willy boly,16204,d
spain,1994-03-03,es,spain,jonny,20277,d
portugal,1993-10-18,pt,portugal,ivan cavaleiro,5079,f
brazil,1994-03-28,br,brazil,léo bonatini,12299,f
england,2000-01-27,gb-eng,england,morgan gibbs-white,15259,m
portugal,1999-04-09,pt,portugal,rúben vinagre,20171,d
belgium,1995-04-15,be,belgium,leander dendoncker,5866,m
croatia,1967-09-06,hr,croatia,igor stimac,1164,d
iceland,1973-10-14,is,iceland,thordur gudjonsson,1876,m
netherlands,1984-11-30,nl,netherlands,nigel de jong,3659,m
montenegro,1991-01-08,me,montenegro,stefan savic,4321,d
scotland,1982-12-05,gb-sct,scotland,stephen dobbie,4422,f
england,1982-09-02,gb-eng,england,alan tate,1941,d
sierra leone,1991-12-29,gb-eng,england,steven caulker,3957,d
england,1985-08-12,gb-eng,england,danny graham,2531,f
england,1978-10-05,gb-eng,england,mark gower,4415,m
portugal,1982-03-20,pt,portugal,josé moreira,4400,g
england,1984-12-28,gb-eng,england,leroy lita,3204,f
spain,1984-08-03,es,spain,andrea orlandi,4412,m
norway,1969-12-11,no,norway,stig inge bjornebye,260,d
scotland,1961-12-11,gb-sct,scotland,steve nicol,253,d
denmark,1963-07-04,dk,denmark,jan mølby,267,m
england,1972-02-11,gb-eng,england,steve mcmanaman,271,m
england,1971-11-05,gb-eng,england,rob jones,261,d
wales,1961-10-20,gb-wls,wales,ian rush,275,f
england,1971-03-20,gb-eng,england,gordon watson,516,f
england,1967-12-07,gb-eng,england,david hirst,514,f
cameroon,1981-03-10,cm,cameroon,samuel eto'o,4751,f
germany,1990-11-06,de,germany,andré schürrle,4750,m
senegal,1985-05-25,fr,france,demba ba,4213,f
england,1981-11-27,gb-eng,england,matthew taylor,2542,m
ireland,1986-02-17,ie,ireland,joseph o'brien,2647,d
jamaica,1993-02-02,gb-eng,england,ravel morrison,4159,m
italy,1985-04-09,it,italy,antonio nocerino,5632,m
italy,1982-06-18,it,italy,marco borriello,9985,f
england,1986-05-22,gb-eng,england,matthew jarvis,4000,m
england,1968-08-28,gb-eng,england,robbie mustoe,363,m
brazil,1964-04-04,br,brazil,branco,1074,m
scotland,1968-08-31,gb-sct,scotland,derek whyte,354,d
england,1968-03-21,gb-eng,england,gary walsh,309,g
england,1963-08-21,gb-eng,england,nigel pearson,503,d
england,1974-02-16,gb-eng,england,jamie pollock,362,m
ireland,1974-11-25,ie,ireland,alan moore,360,m
denmark,1963-11-18,dk,denmark,peter schmeichel,307,g
france,1966-05-24,fr,france,eric cantona,342,f
england,1970-06-24,gb-eng,england,david may,67,d
england,1993-03-25,gb-eng,england,sam johnstone,4331,g
england,1991-12-02,gb-eng,england,jordon mutch,3333,m
england,1983-04-28,gb-eng,england,roger johnson,3806,d
belarus,1981-05-01,by,belarus,aliaksandr hleb,2838,m
scotland,1978-02-02,gb-sct,scotland,barry ferguson,2433,m
ireland,1983-01-15,ie,ireland,keith fahey,2172,m
ireland,1985-06-12,ie,ireland,colin doyle,2425,g
sweden,1985-06-06,se,sweden,sebastian larsson,2613,m
czech republic,1979-05-25,cz,czech republic,martin jiranek,4045,d
serbia,1980-09-25,yu,yugoslavia,nikola zigic,4051,f
england,1977-01-03,gb-eng,england,lee bowyer,1190,m
